"index","a","b","c","discriminant","overall_score","quality_rating","uniformity_passed","independence_passed","ks_p_value","chi_sq_p_value","independence_p_value","autocorrelation_passed","periodicity_p_value","periodicity_passed","n_sig_lags","max_abs_acf","mean_error","var_error","empirical_rating"
62,6,5,-142,3433,0.75,"Good",TRUE,TRUE,0.726992752300386,0.874968341063378,0.858026252294354,FALSE,NA,TRUE,1,0.0104100983813893,0.000218406918424008,0.000300967637258676,"Poor"
63,6,5,-143,3457,0.9,"Excellent",TRUE,TRUE,0.685844952068639,0.752333103820447,0.320795678011889,TRUE,NA,TRUE,0,0.00861967220880869,0.000398695580173192,8.98939545143917e-05,"Good"
64,6,5,-146,3529,0.5,"Fair",FALSE,TRUE,0.397036172691855,0.0280259350117021,0.385611675351665,FALSE,NA,TRUE,3,0.011017297286828,0.00160050382680393,2.46251878979198e-05,"Poor"
65,6,7,-111,2713,0.75,"Good",TRUE,TRUE,0.815794320240196,0.888477592850182,0.291226587230984,FALSE,NA,TRUE,1,0.0108986175731144,0.000111708059929216,0.000372463667827713,"Poor"
66,6,7,-116,2833,0.9,"Excellent",TRUE,TRUE,0.684085673709264,0.654019546157383,0.907433252927981,TRUE,NA,TRUE,0,0.00433718210586819,0.000899004353931199,0.000271461888317365,"Good"
67,6,7,-117,2857,0.75,"Good",TRUE,TRUE,0.903091660347908,0.859361235865528,0.496649178509033,FALSE,NA,TRUE,2,0.0115533466246979,0.000384283370468363,0.000177544620297329,"Poor"
68,6,7,-121,2953,0.75,"Good",TRUE,TRUE,0.511519569373617,0.0753191032179018,0.823061533623717,FALSE,NA,TRUE,3,0.0106691142152562,3.37104909214903e-05,0.000317588074728634,"Poor"
69,6,7,-128,3121,0.8,"Good",TRUE,TRUE,0.511343763202992,0.796043120710158,0.654717617224281,FALSE,NA,TRUE,2,0.012387243048342,0.000878140970680619,0.000601437403650623,"Fair"
70,6,7,-130,3169,0.75,"Good",TRUE,TRUE,0.839307879323066,0.704591088569203,0.754240663975915,FALSE,NA,TRUE,1,0.0100834757219681,0.000383911876333243,0.000124977957855474,"Poor"
71,7,5,-129,3637,0.75,"Good",TRUE,TRUE,0.612414914567683,0.578108002334965,0.50804637395944,FALSE,NA,TRUE,1,0.00918985594982726,0.000427756487610398,3.12027112520097e-05,"Poor"
72,7,5,-136,3833,0.5,"Fair",FALSE,TRUE,0.0495956073292275,0.598268292556948,0.121772963013091,FALSE,NA,TRUE,3,0.0115540180730005,0.00171248190405648,0.000367192206396152,"Poor"
73,7,5,-138,3889,0.5,"Fair",TRUE,FALSE,0.169104045785981,0.0935179418230694,0.0290782420532267,FALSE,NA,TRUE,1,0.00990935446474168,0.00240899246165749,0.000159510310282981,"Poor"
74,7,5,-139,3917,0.75,"Good",TRUE,TRUE,0.158679010501408,0.332924001513422,0.385611675351665,FALSE,NA,TRUE,1,0.0107768916768585,0.00107525684492704,0.0011044270974131,"Poor"
75,7,5,-142,4001,0.95,"Excellent",TRUE,TRUE,0.599865211364217,0.965754881268301,0.47426993089481,TRUE,NA,TRUE,0,0.00844643624278342,0.000783336028763348,7.93018050298661e-05,"Very-Good"
76,7,5,-144,4057,0.9,"Excellent",TRUE,TRUE,0.387172767219897,0.683934521193363,0.525396029687313,TRUE,NA,TRUE,0,0.00765855522101065,0.00143272660257943,0.000281534979604189,"Good"
77,7,9,-115,3301,0.75,"Good",TRUE,TRUE,0.137035231178615,0.453044290794376,0.661187883898783,FALSE,NA,TRUE,2,0.0109157976918965,0.00220831131709298,0.000148789311767136,"Poor"
78,7,9,-116,3329,0.95,"Excellent",TRUE,TRUE,0.198279119989626,0.192344415349636,0.774709960830245,TRUE,NA,TRUE,0,0.00803043490905263,0.000853582708333911,0.000526246056672328,"Very-Good"
79,7,9,-119,3413,0.75,"Good",TRUE,TRUE,0.967991901980159,0.808223060944712,0.754240663975915,FALSE,NA,TRUE,2,0.0114718938795244,8.71992199997784e-05,0.000357327440303076,"Poor"
80,7,9,-121,3469,0.75,"Good",TRUE,TRUE,0.750588396609884,0.384675873328514,0.28715704246502,FALSE,NA,TRUE,3,0.00910938398997314,0.000647035816890684,0.000151446818941206,"Poor"
81,7,9,-125,3581,0.5,"Fair",FALSE,TRUE,0.0350756502261417,0.711193191428575,0.149855466351694,FALSE,NA,TRUE,2,0.0120483035376984,0.00263896842204669,0.000499805305015352,"Poor"
82,7,9,-149,4253,0.95,"Excellent",TRUE,TRUE,0.863594554688951,0.449519563020841,0.720512109416504,TRUE,NA,TRUE,0,0.00718786595790628,0.000162018436370981,1.19765005286848e-05,"Very-Good"
83,8,5,-129,4153,0.75,"Good",TRUE,TRUE,0.86531539705913,0.958165479434985,0.352260511536901,FALSE,NA,TRUE,3,0.011968627099882,0.000493449817441927,0.000360912026484583,"Poor"
84,8,5,-131,4217,0.75,"Good",TRUE,TRUE,0.284749400924134,0.173266500880202,0.928729363739203,FALSE,NA,TRUE,3,0.01107877062861,0.00182657677930731,0.000490269798436915,"Poor"
85,8,5,-137,4409,0.8,"Good",TRUE,TRUE,0.488316725704894,0.713350805784503,0.241312969577163,FALSE,NA,TRUE,2,0.010415354336221,0.00151187424230237,0.000146492932676864,"Fair"
86,8,5,-138,4441,0.5,"Fair",TRUE,FALSE,0.770158785718771,0.350167184485991,0.037978024366472,FALSE,NA,TRUE,1,0.0108144312311037,0.000672719467377736,0.00015981040563233,"Poor"
87,8,5,-147,4729,0.8,"Good",TRUE,TRUE,0.93327960716779,0.586073832522994,0.279133583253914,FALSE,NA,TRUE,2,0.0107155814008418,0.000745814515597854,6.19298613009495e-05,"Fair"
88,8,5,-149,4793,0.5,"Fair",TRUE,FALSE,0.658786610736995,0.497256772978368,0.0311156091589342,FALSE,NA,TRUE,2,0.0116308498034132,0.00142649501884778,0.000175316873703438,"Poor"
89,8,7,-132,4273,0.8,"Good",TRUE,TRUE,0.5592607419031,0.502066280127527,0.579202220429843,FALSE,NA,TRUE,2,0.00940501408811585,0.000424134930406272,0.000143180086419309,"Fair"
90,8,7,-134,4337,0.8,"Good",TRUE,TRUE,0.169980167261225,0.101270846037444,0.707167316563571,FALSE,NA,TRUE,1,0.0120154254707208,0.000831162769837301,0.00026151481052189,"Fair"
91,8,7,-141,4561,0.95,"Excellent",TRUE,TRUE,0.975289201701347,0.589325815465606,0.361597732262035,TRUE,NA,TRUE,0,0.00859681065910142,0.00024022525901618,0.000149205048391304,"Very-Good"
92,8,7,-144,4657,0.95,"Excellent",TRUE,TRUE,0.666077049141576,0.731201121709471,0.978592865442127,TRUE,NA,TRUE,0,0.0069946785451199,0.000443861923413613,0.000175334514921757,"Very-Good"
93,8,7,-146,4721,0.5,"Fair",FALSE,TRUE,0.0996851184182694,0.0299447649762919,0.21708299072569,FALSE,NA,TRUE,1,0.010123620235579,0.0017063015886955,0.000611781434165681,"Poor"
94,8,7,-149,4817,0.95,"Excellent",TRUE,TRUE,0.0553621577091355,0.559058517780343,0.21708299072569,TRUE,NA,TRUE,0,0.00676030990382891,0.00196243270910101,0.000685687930412904,"Very-Good"
95,9,5,-133,4813,0.8,"Good",TRUE,TRUE,0.725663635953278,0.525058191459881,0.485389732821065,FALSE,NA,TRUE,1,0.00883046915001303,0.000406870718599683,0.000180327834760408,"Fair"
96,9,5,-137,4957,0.8,"Good",TRUE,TRUE,0.908702596852858,0.241882192904482,0.162919251614264,FALSE,NA,TRUE,1,0.0101152127552845,0.000473768912309214,0.00028459981465484,"Fair"
97,9,5,-138,4993,0.8,"Good",TRUE,TRUE,0.313349858635288,0.302164697794453,0.496649178509033,FALSE,NA,TRUE,1,0.0114277773678291,0.00174983963428382,0.000259596326512679,"Fair"
98,9,5,-141,5101,0.95,"Excellent",TRUE,TRUE,0.220806216960863,0.565005967048803,0.622761848650757,TRUE,NA,TRUE,0,0.00700609944086895,0.00184902262240638,0.000253545044968759,"Very-Good"
99,9,5,-144,5209,0.8,"Good",TRUE,TRUE,0.445963412077768,0.754732184075507,0.135251866058623,FALSE,NA,TRUE,1,0.00907197446263095,0.000777563893173405,0.000490518891552522,"Fair"
100,9,5,-146,5281,0.8,"Good",TRUE,TRUE,0.775749728716016,0.936968784495351,0.720512109416504,FALSE,NA,TRUE,2,0.0111883018834256,0.000919819488168272,0.000294782425746279,"Fair"
101,9,7,-132,4801,0.55,"Fair",FALSE,TRUE,0.0284225740905049,0.0266481944401678,0.078062676789826,FALSE,NA,TRUE,1,0.0109791438178689,0.00294040250969207,0.00012963505713838,"Poor"
102,9,7,-135,4909,0.75,"Good",TRUE,TRUE,0.858732711338849,0.273444408936914,0.830028767686815,FALSE,NA,TRUE,4,0.0139372011979741,0.000416154605496599,0.000221999187640196,"Poor"
103,9,7,-143,5197,0.7,"Good",TRUE,TRUE,0.0537020323729719,0.259407910418872,0.271263963219362,FALSE,NA,TRUE,3,0.0105690326940802,0.00256622547544788,0.000313905789259064,"Poor"
104,9,7,-144,5233,0.95,"Excellent",TRUE,TRUE,0.418043201987001,0.542392153009234,0.385611675351665,TRUE,NA,TRUE,0,0.00841888999001659,0.00132645720718949,0.000530935567203447,"Very-Good"
105,9,7,-149,5413,0.8,"Good",TRUE,TRUE,0.637182349525163,0.439111757224772,0.279133583253914,FALSE,NA,TRUE,1,0.0104134683548715,0.000400154502202543,0.000164916500787357,"Fair"
106,9,7,-150,5449,0.8,"Good",TRUE,TRUE,0.211843251616889,0.213803743803622,0.985727625548441,FALSE,NA,TRUE,1,0.0104262759043949,0.00177994750899213,2.67071116759332e-06,"Fair"
107,10,7,-121,4889,0.75,"Good",TRUE,TRUE,0.490199726628621,0.832830065966108,0.865055069406332,FALSE,NA,TRUE,2,0.0134672768573861,0.00059938170650381,8.68211399717017e-05,"Poor"
108,10,7,-123,4969,0.75,"Good",TRUE,TRUE,0.767314367094548,0.750516226100072,0.978592865442127,FALSE,NA,TRUE,1,0.0121554929365218,0.000137373587722034,0.000418127315193764,"Poor"
109,10,7,-124,5009,0.75,"Good",TRUE,TRUE,0.871200273340602,0.665906818020544,0.513796005370194,FALSE,NA,TRUE,3,0.014418251969056,0.00046367901581934,0.000160489438640402,"Poor"
110,10,7,-138,5569,0.75,"Good",TRUE,TRUE,0.43727131409438,0.45801709221056,0.802245461699024,FALSE,NA,TRUE,3,0.0139323220397706,0.00111197136425029,9.87280110069377e-05,"Poor"
111,10,7,-141,5689,0.35,"Poor",TRUE,FALSE,0.21311992645429,0.149254147251205,0.0371568749555959,FALSE,NA,FALSE,3,0.0139071215759832,0.00121135393883509,0.000400102284843731,"Poor"
112,10,7,-145,5849,0.75,"Good",TRUE,TRUE,0.390171420706371,0.803855624190184,0.0926580863561206,FALSE,NA,TRUE,1,0.0158118370796997,0.000573499712148706,0.000542636913412789,"Poor"
113,10,9,-125,5081,0.5,"Fair",FALSE,TRUE,0.434805463246604,0.00885532797257405,0.307891069412716,FALSE,NA,TRUE,1,0.00900762965345246,0.000393247941698149,0.000275065569033062,"Poor"
114,10,9,-134,5441,0.8,"Good",TRUE,TRUE,0.254375282560236,0.543899424655601,0.707167316563571,FALSE,NA,TRUE,1,0.00883547116817826,0.00126775684075831,0.000268989168127759,"Fair"
115,10,9,-136,5521,0.7,"Good",TRUE,TRUE,0.211305059095092,0.259332980917955,0.237739527106476,FALSE,NA,TRUE,1,0.0122906412481634,0.0017098244563517,0.000128624373281205,"Poor"
116,10,9,-139,5641,0.9,"Excellent",TRUE,TRUE,0.823744525479894,0.16938938979471,0.914525332075483,TRUE,NA,TRUE,0,0.00846170771857331,0.000334148407724666,3.89670015370769e-05,"Good"
117,10,9,-143,5801,0.95,"Excellent",TRUE,TRUE,0.144815974764823,0.7553184760432,0.0628251147472774,TRUE,NA,TRUE,0,0.00875610553784558,0.0026113351066574,0.000242148284066393,"Very-Good"
118,10,9,-145,5881,0.8,"Good",TRUE,TRUE,0.769896585347149,0.933567116729205,0.135251866058623,FALSE,NA,TRUE,1,0.0109658148735224,0.000725335435999119,0.000234267841963204,"Fair"
119,11,5,-137,6053,0.8,"Good",TRUE,TRUE,0.352618737142289,0.136993205420036,0.733942582255999,FALSE,NA,TRUE,1,0.00941902360857304,0.00115778106622105,0.000440402754365826,"Fair"
120,11,5,-141,6229,0.95,"Excellent",TRUE,TRUE,0.23571237892986,0.219148761021502,0.531245879457984,TRUE,NA,TRUE,0,0.00766855582027158,0.00073245321622839,5.96494243882417e-05,"Very-Good"
121,11,5,-143,6317,0.9,"Excellent",TRUE,TRUE,0.461624262938153,0.416921039798397,0.985727625548441,TRUE,NA,TRUE,0,0.00753260799167541,0.00139796906855028,0.000309813627028033,"Good"
122,11,5,-144,6361,0.9,"Excellent",TRUE,TRUE,0.420603533712236,0.679828687078397,0.767868658803955,TRUE,NA,TRUE,0,0.00730760092989541,0.000930360253473594,0.000339300302917567,"Good"
123,11,5,-146,6449,0.8,"Good",TRUE,TRUE,0.664508994712736,0.325985893360764,0.255984232539036,FALSE,NA,TRUE,2,0.0107476635701977,0.000140102574700873,0.000528912675440626,"Fair"
124,11,5,-149,6581,0.75,"Good",TRUE,TRUE,0.864173113544208,0.525646717608891,0.0736353883979766,FALSE,NA,TRUE,2,0.0126074923911597,0.000474365752483497,0.000289540874954392,"Poor"
125,11,7,-116,5153,0.6,"Fair",TRUE,TRUE,0.791570985163661,0.707381135375533,0.7138287701238,FALSE,NA,FALSE,3,0.0139105446305026,0.000487558419352219,4.27966991113637e-06,"Poor"
126,11,7,-122,5417,0.65,"Good",TRUE,TRUE,0.591351251462735,0.211037487358163,0.410575529221577,FALSE,NA,FALSE,1,0.0097876401907778,0.00136082633666568,7.92665843253604e-05,"Poor"
127,11,7,-131,5813,0.6,"Fair",TRUE,TRUE,0.720476498173362,0.816827899702865,0.160240031986327,FALSE,NA,FALSE,2,0.0100708459336893,0.000482463307446834,0.000192531891389139,"Poor"
128,11,7,-132,5857,0.75,"Good",TRUE,TRUE,0.588664745303845,0.53894950781516,0.121772963013091,FALSE,NA,TRUE,2,0.00904868080153373,0.00034947334579416,0.000622056277990848,"Poor"
129,11,7,-138,6121,0.8,"Good",TRUE,TRUE,0.442992893081689,0.27824627494339,0.629098922014988,FALSE,NA,TRUE,1,0.0096885087537901,0.000605690778867518,0.000194524783113534,"Fair"
130,11,7,-146,6473,0.75,"Good",TRUE,TRUE,0.891439858910479,0.759845467061233,0.597695550120911,FALSE,NA,TRUE,1,0.00992009845499288,0.00027437021067489,0.00046444206023899,"Poor"
131,12,5,-129,6217,0.8,"Good",TRUE,TRUE,0.700870598208556,0.97035438279563,0.248572900533266,FALSE,NA,TRUE,1,0.0100062479740931,0.000344734267826774,0.000115516694374651,"Fair"
132,12,5,-136,6553,0.75,"Good",TRUE,TRUE,0.159063424862169,0.491776292182138,0.727216869936252,FALSE,NA,TRUE,2,0.0108121742260878,0.00260720485642851,0.000257778846203288,"Poor"
